Percentage
38.61999999999999
34.28
40.28
35.720000000000006
41.14
35.0
42.48333333333333
36.86666666666667
40.35
37.45
43.53333333333333
37.266666666666666
41.0
36.18333333333333
42.2
37.03333333333333
44.0
38.266666666666666
45.166666666666664
40.13333333333333
44.88333333333333
40.75
46.26666666666667
39.78333333333333
45.81666666666666
39.66666666666667
44.51666666666667
41.083333333333336
